stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,12.51,0.83,1.67,3.34,2.5,0.83
3dpf,29.31,0,0,1.72,0.57,0
5dpf,0.52,0,0.52,3.1,0,0
10dpf,16.94,0,0,1.26,0,0.63
