stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,0,0,10.32
12hpf,0,0,0,0,0,0,0,15.42,1.93,59.76
14hpf,0,0,0,0,0,0,0,3.34,0,183.91
16hpf,10.25,10.25,0,14.36,10.25,4.1,0,14.36,8.2,598.84
19hpf,2.19,0,0,19.7,8.76,4.38,0,8.76,0,783.73
24hpf,10,4,2,50,29,6,1,1,22,531
2dpf,80.07,3.34,5,118.44,147.63,273.58,57.55,41.7,76.73,728.15
3dpf,67.23,16.09,4.6,55.74,83.9,841.28,14.37,0,23.56,209.75
5dpf,32.04,30.49,14.99,118.35,64.6,610.89,34.11,35.14,50.65,879.13
10dpf,40.16,12.55,29.49,65.26,52.09,439.27,23.22,1.26,23.22,88.48
