stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,6441.52,113.55,30.97,0,1125.2,82.58,0,206.46,2560.09,2353.63
12hpf,5850.72,192.78,36.63,179.28,1501.72,260.25,15.42,356.63,2656.44,1864.13
14hpf,5724.69,90.28,257.48,351.11,1177.04,531.67,96.97,143.79,2200.26,2340.7
16hpf,4811.22,225.59,381.45,334.28,1560.67,611.14,157.91,219.44,2167.71,2444.57
19hpf,7493.58,61.3,172.95,236.43,945.73,389.67,218.92,91.95,777.16,2526.32
24hpf,5483,110,1177,351,1478,640,278,41,2049,1306
2dpf,3759.18,104.26,373.67,492.94,1693.17,2797.49,457.07,125.95,1073.46,1681.5
3dpf,7204.33,230.43,302.84,244.22,249.4,3304.78,113.21,1.72,325.82,700.49
5dpf,1363.91,262.55,749.4,807.29,358.16,4457.65,305.45,293.04,919.44,3253.44
10dpf,4179.37,495.75,909.3,663.3,264.82,4350.06,201.44,8.16,774.38,797.59
