stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0,0.83,0
3dpf,3.45,0,0,0,1.72,0
5dpf,0.52,0.52,9.82,0.52,1.03,1.03
10dpf,2.51,0,5.65,0.63,2.51,0.63
