stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
19hpf,0,0,0,2.19,0,0,0,0
2dpf,5.84,0.83,0.83,5,0.83,0.83,0,1.67
3dpf,4.6,0,0,1.72,0,2.87,0,0.57
5dpf,8.27,0,0,0.52,0,0,0,1.03
10dpf,0.63,0,0,1.26,0,0,0.63,0.63
