stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,227.1,0,10.32,0,61.94,20.65,0,175.49,0,123.88
12hpf,308.44,21.21,25.06,15.42,325.79,150.36,1.93,347,71.33,219.76
14hpf,107,33.44,33.44,43.47,270.85,113.69,13.38,137.1,66.88,1173.7
16hpf,404.01,174.32,18.46,90.24,561.92,192.78,20.51,211.23,188.68,1894.96
19hpf,429.08,35.03,4.38,52.54,405,144.49,21.89,85.38,37.22,1707.56
24hpf,187,30,16,24,594,286,29,39,291,702
2dpf,314.45,22.52,12.51,15.85,558,1533.87,32.53,124.28,425.38,459.58
3dpf,113.21,53.44,13.79,4.02,55.17,1162.51,4.6,1.15,54.02,58.04
5dpf,268.75,84.76,29.46,64.09,82.69,1621.81,26.36,170.55,197.43,372.12
10dpf,193.91,192.03,43.93,57.11,26.36,813.91,15.06,4.39,64.01,48.32
