stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,0,0,0.83,0,0,0,0,0.83,1.67
3dpf,10.92,0.57,1.15,0.57,5.75,0,0,0.57,0.57
5dpf,0.52,1.03,0.52,0.52,4.13,0.52,0.52,0.52,0
10dpf,8.16,1.88,1.26,0,6.9,1.26,0,0.63,0
