stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,0,0,10.32
12hpf,1.93,1.93,0,3.86,1.93,1.93,0,0,1.93,13.49
14hpf,0,0,0,6.69,0,3.34,0,0,0,56.85
16hpf,2.05,4.1,0,16.41,4.1,0,2.05,0,0,32.81
19hpf,19.7,0,0,17.51,0,0,4.38,0,0,67.86
24hpf,17,4,1,0,6,4,28,0,1,13
2dpf,236.88,20.02,9.17,39.2,37.53,80.91,102.59,12.51,20.02,227.7
3dpf,913.11,31.03,3.45,15.52,10.92,110.33,14.94,0,9.19,62.64
5dpf,312.68,24.29,59.95,126.62,36.18,244.46,69.26,28.94,60.99,396.92
10dpf,1091.91,53.97,85.97,158.77,30.12,212.11,63.38,1.88,50.2,212.11
