stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,6358.93,113.55,30.97,0,1125.2,82.58,0,206.46,2477.51,2343.31
12hpf,5405.41,175.43,32.77,161.93,1391.84,233.26,13.49,287.23,2344.14,1684.85
14hpf,4584.44,56.85,237.41,304.29,1006.5,454.77,80.25,90.28,1715.4,1775.59
16hpf,2477.39,92.29,149.71,235.84,828.53,313.78,104.59,79.98,986.44,1082.83
19hpf,4724.26,32.84,59.11,153.24,619.54,260.51,164.19,41.59,420.32,1026.73
24hpf,2294,34,95,83,558,239,110,10,302,292
2dpf,1380.4,44.21,98.42,192.67,755.67,1159.37,147.63,24.19,407.86,437.06
3dpf,2993.33,45.97,33.33,55.74,64.93,732.67,40.23,0,78.15,170.09
5dpf,349.38,46,155.57,188.64,98.71,842.95,72.36,52.2,209.83,635.7
10dpf,1176,72.17,148.73,158.77,62.75,904.9,58.36,1.88,144.33,193.28
