stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,30.97,0,0,0,20.65,0,0,10.32,10.32,20.65
12hpf,90.6,3.86,0,3.86,9.64,3.86,0,0,38.56,48.19
14hpf,143.79,0,10.03,30.09,30.09,20.06,3.34,3.34,113.69,140.44
16hpf,340.44,8.2,63.58,36.91,63.58,73.83,16.41,14.36,242,174.32
19hpf,78.81,2.19,13.14,17.51,19.7,2.19,2.19,0,56.92,24.08
24hpf,41,11,49,0,7,1,2,1,28,13
2dpf,165.15,3.34,21.69,14.18,62.56,107.6,27.52,2.5,55.88,57.55
3dpf,597.63,8.05,23.56,20.69,14.37,197.68,9.77,0,18.96,41.37
5dpf,117.84,19.64,63.05,59.95,20.16,280.12,50.13,11.89,59.95,239.29
10dpf,384.68,16.32,83.46,24.47,9.41,109.19,16.94,0.63,27.61,43.3
