stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,2.5,0,2.5,3.34,0.83,1.67,0
3dpf,11.49,0,0,0.57,0,0.57,0.57
5dpf,1.03,0,0,2.07,0,0.52,0
10dpf,4.39,0.63,0,0,0,0,0
