stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,2.5,1.67,0,1.67,0.83,2.5
3dpf,1.72,2.87,0,0.57,0,0
5dpf,1.03,6.72,0.52,6.2,0,2.58
10dpf,1.88,5.65,0,1.88,1.26,0.63
