stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,13.35,0,0,0.83,2.5,0,3.34,1.67
3dpf,88.5,0,0,0.57,16.09,0,0,0.57
5dpf,3.1,0,0.52,1.55,11.89,0.52,0.52,2.07
10dpf,33.26,0.63,0,0,8.79,0,0,0
