stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,6.67,0,0,0,0,10.01
3dpf,5.75,0.57,0.57,0,0,13.22
5dpf,10.34,0.52,0,2.07,1.03,56.33
10dpf,2.51,0,0.63,0,0,30.75
