stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,0,10.32,0
12hpf,0,0,0,0,0,1.93,0,0,0,0
14hpf,3.34,0,0,0,0,0,0,0,0,3.34
16hpf,2.05,0,0,0,0,0,0,0,0,2.05
19hpf,4.38,0,0,2.19,0,0,0,0,0,2.19
24hpf,14,0,0,2,2,2,0,0,1,10
2dpf,102.59,0.83,10.84,24.19,25.02,66.73,10.01,4.17,32.53,39.2
3dpf,565.45,8.05,10.34,12.07,8.62,127,8.05,0,8.62,30.46
5dpf,72.36,7.24,27.39,39.8,16.54,141.61,15.5,9.3,26.36,141.09
10dpf,301.22,15.06,27.61,22.59,3.14,82.21,9.41,0,18.83,35.77
