stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,0,0,1,0,0,0,0,0
2dpf,0,0,7.51,5.84,25.86,0,1.67,15.85
3dpf,3.45,0.57,8.62,8.62,81.6,0,2.3,5.75
5dpf,1.03,0,20.16,3.62,38.76,0.52,2.07,20.16
10dpf,2.51,0.63,10.04,3.77,36.4,0.63,1.26,0.63
