stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,41.29,0,20.65,0,72.26,0,0,0,10.32,0
12hpf,7.71,3.86,11.57,1.93,28.92,3.86,0,1.93,3.86,9.64
14hpf,0,0,3.34,0,0,0,0,0,0,0
16hpf,0,2.05,0,0,0,0,0,0,0,2.05
19hpf,8.76,0,0,0,0,0,0,0,0,10.95
24hpf,2,0,0,2,1,0,0,0,0,3
2dpf,40.87,0,2.5,60.89,24.19,30.86,25.86,0.83,8.34,24.19
3dpf,29.88,0.57,0,52.29,24.14,52.29,0.57,0,1.15,20.11
5dpf,34.11,1.55,6.72,132.82,12.92,58.92,14.99,1.03,2.07,94.58
10dpf,105.43,2.51,17.57,118.6,28.24,33.89,12.55,0,1.26,32.63
