stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
24hpf,0,0,0,0,0,1
2dpf,1.67,0.83,2.5,0,0,11.68
3dpf,2.87,1.72,0,0,0,4.6
5dpf,5.69,1.55,1.03,0,2.07,26.88
10dpf,2.51,0.63,0.63,0.63,1.26,5.02
