stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,periderm
2dpf,1.67,1.67,0,2.5,0,0,0,0
3dpf,1.72,0,0,0,0,0,0,0
5dpf,2.07,0.52,1.55,0,4.65,0.52,0.52,4.65
10dpf,1.26,0,0,0,0,0,0,0
