stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0,13.35
3dpf,0,1.15,0.57,0.57,7.47
5dpf,1.03,0,0,0,30.49
10dpf,0,1.26,0.63,0,10.04
