stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,103.23,0,10.32,0,20.65,10.32,0,30.97,61.94,92.91
12hpf,522.42,19.28,23.13,36.63,144.58,48.19,1.93,148.44,287.23,264.1
14hpf,377.86,13.38,36.78,50.16,117.04,60.19,13.38,46.81,180.57,321.01
16hpf,463.48,36.91,18.46,77.93,176.37,71.78,30.76,84.08,211.23,514.76
19hpf,359.03,4.38,4.38,24.08,41.59,15.32,13.14,21.89,39.41,531.97
24hpf,422,12,23,33,156,60,41,12,95,157
2dpf,694.79,25.02,70.9,97.59,390.35,853.26,92.58,38.37,226.87,466.25
3dpf,1288.93,28.16,39.65,35.05,51.14,690.15,26.43,0,47.12,117.8
5dpf,275.99,44.45,140.58,150.4,72.36,739.58,56.33,50.13,137.48,601.59
10dpf,704.72,54.6,94.13,116.72,53.34,675.23,50.2,1.88,74.68,139.31
