stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,1.67,0,0,0,1.67,20.02,0.83,0.83
3dpf,47.7,0,0,0,3.45,0,0,0.57
5dpf,0,0,1.03,0.52,0.52,5.17,0,0
10dpf,13.81,0.63,1.26,0,3.14,5.02,0,0
