stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,5,0.83,1.67,1.67,0.83,0
3dpf,5.17,0,0,0,0,0
5dpf,1.55,0,0,0.52,0.52,0.52
10dpf,1.26,0,0,0,0,0
