stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,notochord,periderm
14hpf,0,0,0,0,3.34,0
24hpf,0,1,0,0,0,0
2dpf,0,1.67,0,0,0,0
5dpf,0,17.57,0,1.03,0,1.55
10dpf,1.26,74.05,0.63,0.63,0,0.63
