stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,30.97,10.32,0,0,0,10.32,0,0,0,0
12hpf,25.06,0,0,7.71,15.42,0,0,0,1.93,1.93
14hpf,43.47,0,0,6.69,6.69,3.34,0,0,6.69,6.69
16hpf,84.08,4.1,12.3,77.93,14.36,16.41,0,0,20.51,53.32
19hpf,81,0,2.19,43.78,0,0,4.38,0,0,10.95
24hpf,75,2,0,107,18,15,9,0,10,13
2dpf,277.75,5,5.84,245.22,103.43,148.47,21.69,1.67,56.72,150.13
3dpf,385.01,4.02,4.02,87.35,20.69,145.96,8.62,0,11.49,41.95
5dpf,74.42,7.75,6.72,188.13,10.34,124.04,12.4,3.1,22.74,144.71
10dpf,195.16,9.41,5.65,129.9,6.9,92.87,8.16,0,12.55,37.02
