stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,134.2,30.97,0
12hpf,26.99,11.57,0,0,7.71,5.78,1.93,325.79,80.97,21.21
14hpf,70.22,3.34,0,0,6.69,10.03,10.03,130.41,53.5,26.75
16hpf,90.24,18.46,0,0,30.76,16.41,0,186.62,55.37,65.63
19hpf,67.86,2.19,0,0,2.19,0,0,43.78,2.19,6.57
24hpf,41,0,0,0,6,8,0,28,0,6
2dpf,166.82,0,0,1.67,46.71,184.33,1.67,1.67,55.05,191.84
3dpf,79.3,1.15,1.15,1.15,3.45,124.12,0,0,10.34,64.36
5dpf,82.69,3.62,1.55,3.1,3.1,57.37,2.07,1.03,8.27,273.92
10dpf,59.62,6.28,0.63,1.26,1.26,38.28,2.51,0,3.77,143.71
