stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,4.17,0.83,0,4.17,5,0,0.83
3dpf,3.45,0,0.57,1.15,3.45,0.57,0
5dpf,0.52,0.52,1.03,0,2.58,1.55,0.52
10dpf,0.63,0,0,0,3.77,0.63,0
