stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,3.34,0,0,0.83,25.02,64.22,2.5,0.83
3dpf,2.3,0.57,0,0,154,0.57,0,0.57
5dpf,15.5,3.62,0.52,1.55,335.42,104.92,1.55,6.72
10dpf,1.88,0,0,0,22.59,0.63,0,0
