stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
3dpf,5.17,0,0.57,1.72,0,0
5dpf,1.03,0.52,0,1.03,0,2.07
10dpf,3.14,0,0,1.26,0.63,0.63
