stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
14hpf,0,6.69,0,0,0,0
2dpf,1.67,0,1.67,0,0.83,0
3dpf,5.75,0,0,3.45,0,0
5dpf,2.07,0,0,1.03,0.52,0.52
10dpf,3.14,0,0,0,0,0.63
