stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,periderm
2dpf,4.17,0,1.67,5,0,0.83
3dpf,28.16,0.57,0,6.32,0,0
5dpf,1.03,0,1.55,4.13,0.52,0
10dpf,7.53,0,0,3.14,0,0
