stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,periderm
19hpf,0,0,0,2.19,0,0,0,0,0
24hpf,1,0,0,0,0,0,0,0,0
2dpf,5,0,0.83,6.67,0.83,4.17,0.83,0,12.51
3dpf,10.92,0.57,0.57,6.32,1.15,10.34,0,0,13.79
5dpf,3.1,1.55,0.52,12.92,1.55,9.3,0.52,0.52,96.13
10dpf,13.18,1.26,1.26,8.16,0.63,6.9,1.26,0,78.44
