stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0.83,0.83,0,0.83,0.83,0.83,0.83
3dpf,6.32,0,0,0,4.02,0,0.57
5dpf,1.55,0,1.03,0.52,2.58,0,1.55
10dpf,14.43,0.63,0.63,0,0,0,0.63
