stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,5584.71,113.55,30.97,0,908.42,72.26,0,206.46,1992.33,1868.45
12hpf,3676.22,100.24,9.64,79.04,929.18,154.22,13.49,289.16,1376.41,1094.96
14hpf,4627.91,90.28,160.51,284.23,909.53,438.05,66.88,143.79,1528.15,1651.87
16hpf,3012.65,170.22,215.34,219.44,871.6,371.2,102.54,182.52,1240.74,1308.42
19hpf,5497.04,48.16,59.11,164.19,571.38,234.24,140.11,65.68,492.57,1160.27
24hpf,3123,49,247,139,616,253,131,32,516,493
2dpf,1368.72,27.52,60.05,125.11,637.23,1040.09,115.1,21.69,348.64,429.55
3dpf,3663.94,52.87,101.71,78.15,91.94,1272.84,45.4,0.57,105.73,224.69
5dpf,378.32,47.03,142.64,172.1,77.52,895.66,71.84,53.23,165.39,732.86
10dpf,1102.58,53.34,198.93,113.58,38.28,608.71,32.63,1.88,76.56,156.88
