stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,3.34,1.67,0.83,10.84,0,0
3dpf,7.47,0,0.57,3.45,0.57,0
5dpf,0,0.52,0,2.07,0,0.52
