stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,10.32,0,0,0,0,0,0,0,0,10.32
12hpf,15.42,3.86,0,0,11.57,3.86,0,5.78,1.93,7.71
14hpf,30.09,0,0,6.69,6.69,6.69,0,16.72,0,13.38
16hpf,24.61,6.15,2.05,4.1,10.25,2.05,2.05,12.3,4.1,16.41
19hpf,32.84,0,0,4.38,6.57,0,0,41.59,2.19,15.32
24hpf,32,3,0,11,29,9,0,4,7,12
2dpf,241.88,2.5,14.18,59.22,118.44,280.25,30.03,10.84,58.39,101.76
3dpf,953.91,13.79,9.77,36.78,37.35,533.85,14.94,0,18.96,59.76
5dpf,199.5,24.81,28.94,109.57,37.73,483.23,49.1,21.19,53.23,252.73
10dpf,488.85,18.83,16.32,54.6,21.34,368.99,18.83,0,35.77,38.91
