stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0.83,0,0,0,0,0,0.83
3dpf,68.96,0,0,0,3.45,0,0
5dpf,3.1,0,0,0,6.2,0.52,0
10dpf,55.85,0.63,0.63,1.26,3.77,0,0
