stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,1,0,0,0,0
2dpf,3.34,0.83,0.83,0,0
3dpf,2.87,0,3.45,0,0
5dpf,2.58,0,7.24,0.52,0.52
10dpf,1.26,0,1.26,0,0.63
