stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,743.25,20.65,0,0,175.49,10.32,0,20.65,123.88,268.4
12hpf,281.45,17.35,0,19.28,94.46,17.35,0,9.64,113.74,82.89
14hpf,274.2,3.34,13.38,26.75,86.94,40.13,6.69,3.34,60.19,93.63
16hpf,295.32,16.41,10.25,28.71,100.49,65.63,4.1,8.2,77.93,53.32
19hpf,770.59,6.57,0,13.14,35.03,28.46,13.14,2.19,24.08,70.05
24hpf,521,5,23,19,83,72,10,0,55,45
2dpf,883.29,13.35,43.37,112.6,335.3,643.07,80.91,21.69,164.31,210.19
3dpf,3101.36,18.96,36.78,50.57,51.72,659.12,43.1,0,44.82,105.16
5dpf,252.21,19.12,100.78,103.37,44.96,505.46,67.7,24.81,86.31,312.68
10dpf,1620.92,49.58,84.72,89.74,32.63,398.48,41.42,2.51,47.69,79.07
