stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,5,0,0.83,0.83,0.83,0,2.5,1.67
3dpf,18.96,0,0.57,0,0,0,0.57,1.72
5dpf,1.55,2.07,0.52,1.03,0,0.52,0.52,5.69
10dpf,3.77,18.83,0,0.63,0,0,0,1.26
