stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,0,0,3,0,0,2,0,0
2dpf,0,0,10.84,0.83,0.83,1.67,0.83,0.83
3dpf,3.45,0,8.05,1.72,3.45,0,0,0.57
5dpf,0.52,0,29.98,3.1,2.07,0.52,1.03,1.55
10dpf,0.63,0.63,21.96,2.51,1.26,1.88,0,4.39
