stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,30.97,0,72.26,0,0,0,258.07,0
12hpf,7.71,0,17.35,1.93,127.23,9.64,0,0,493.5,3.86
14hpf,10.03,0,10.03,23.41,73.56,0,0,0,448.08,6.69
16hpf,20.51,4.1,8.2,47.17,92.29,4.1,0,0,463.48,26.66
19hpf,32.84,2.19,2.19,24.08,13.14,2.19,0,0,159.81,30.65
24hpf,84,1,1,42,61,2,9,0,77,137
2dpf,346.14,12.51,7.51,107.6,100.92,110.93,31.69,3.34,65.89,254.39
3dpf,668.89,42.52,7.47,71.26,62.64,281,22.99,0.57,45.4,151.13
5dpf,216.55,59.95,12.92,206.73,48.58,285.29,67.7,28.43,67.19,603.66
10dpf,694.68,69.03,13.18,131.15,57.73,344.52,25.1,0,68.4,130.53
