stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
3dpf,0.57,1.15,0.57,0,2.3,0
5dpf,0,0,3.62,0.52,0.52,0.52
10dpf,1.88,0,15.06,0.63,0,0
