stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
14hpf,0,0,0,0,0,0,0,6.69,0
16hpf,0,0,0,0,0,0,0,38.97,0
24hpf,1,0,0,0,0,0,0,81,0
2dpf,12.51,0.83,5,0.83,0.83,0.83,0,20.85,0.83
3dpf,1.72,0,0,0,0.57,0,0,6.9,0
5dpf,0,0,0,0.52,0.52,0,0.52,12.4,0.52
10dpf,0.63,0.63,0,0,0,0,0,3.14,0
