stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest,periderm
2dpf,0,0,0,0,0.83
3dpf,0,0,0,0,2.3
5dpf,2.07,0,0.52,0.52,4.13
10dpf,1.26,0.63,0,0,3.77
