stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,1569.09,20.65,20.65,0,196.14,20.65,0,41.29,836.16,320.01
12hpf,1521,32.77,3.86,63.62,397.12,92.53,5.78,52.05,1048.7,260.25
14hpf,1170.35,3.34,143.79,36.78,314.32,150.47,23.41,16.72,692.18,260.82
16hpf,920.82,32.81,159.96,22.56,344.54,170.22,41.02,20.51,434.77,334.28
19hpf,851.59,13.14,37.22,19.7,148.86,61.3,10.95,2.19,188.27,120.41
24hpf,466,6,35,7,99,54,21,1,151,66
2dpf,191.84,19.18,16.68,25.02,95.08,174.32,28.36,3.34,114.27,60.05
3dpf,329.27,14.94,9.19,6.9,7.47,125.27,14.37,0,30.46,38.5
5dpf,139.54,11.89,48.07,37.73,24.81,461.01,26.88,23.26,156.08,298.21
10dpf,275.49,26.98,45.18,47.06,35.14,542.82,20.08,1.26,114.84,65.89
