stage,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
12hpf,0,0,0,1.93,0
2dpf,0,0.83,0,0,0
3dpf,0,0.57,0,0,0
5dpf,19.12,1.03,0.52,0,0.52
10dpf,5.65,0,0,0,0
