stage,central_nervous_system,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
16hpf,0,0,0,0,0,4.1,0
24hpf,0,0,0,0,1,77,0
2dpf,8.34,0.83,2.5,0.83,0,11.68,0.83
3dpf,0,0,0,0,0,0.57,0
5dpf,1.03,0.52,2.07,1.03,0.52,2.58,0
10dpf,0.63,0,0.63,0.63,0,2.51,0
