stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,0,0,0.83,0,0,0
3dpf,1.72,0,0.57,6.9,0,0
5dpf,0.52,1.03,3.1,17.57,0.52,0.52
10dpf,1.26,0.63,0,25.1,0,0
