stage,central_nervous_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,0,1.67
3dpf,1.15,0,0.57,0.57
5dpf,3.62,0,0,5.17
10dpf,5.02,0.63,1.26,16.32
