stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,6.67,0.83,0.83,0,0
3dpf,6.32,0.57,0,1.15,0
5dpf,9.82,0.52,0.52,2.07,0.52
10dpf,10.67,0,0,0,0
