stage,central_nervous_system,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,2.5,0,0,0,0
3dpf,0,0,1.72,0,0
5dpf,0.52,0.52,0.52,0,2.07
10dpf,0,0.63,0.63,0.63,3.14
