stage,central_nervous_system,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,2.5,0,0,0,2.5
3dpf,22.99,1.15,0,0,1.72
5dpf,0.52,1.03,0.52,0.52,3.62
10dpf,16.32,1.26,0,0,0.63
