stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,5.84,0,1.67,2.5,9.17,1.67,0.83,2.5
3dpf,8.62,1.72,1.15,0,5.17,0,0,0
5dpf,1.55,3.62,1.03,1.03,5.69,1.03,0,7.24
10dpf,0.63,0.63,0.63,0,1.26,0,0,1.26
