stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,2.5,6.67,0
3dpf,3.45,0,0,20.69,0
5dpf,0.52,0.52,0,16.54,3.62
10dpf,2.51,0,0,7.53,0.63
