stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
3dpf,0,0,0.57,0.57,2.87,0
5dpf,1.03,0,0,0,0.52,8.79
10dpf,0,0.63,0,0,0.63,0
