stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,3850.46,20.65,0,0,350.98,30.97,0,10.32,1455.53,1920.07
12hpf,2924.4,26.99,1.93,21.21,335.43,21.21,15.42,17.35,1495.93,1280.03
14hpf,501.58,10.03,0,60.19,143.79,6.69,3.34,0,973.06,193.94
16hpf,79.98,8.2,0,32.81,223.54,43.07,6.15,4.1,1191.53,34.86
19hpf,35.03,2.19,0,4.38,17.51,2.19,8.76,0,431.27,26.27
24hpf,86,3,7,6,77,47,70,0,345,20
2dpf,169.32,0,2.5,7.51,435.39,755.67,150.97,3.34,190.17,14.18
3dpf,157.45,5.17,1.15,2.3,53.44,1200.43,5.75,0,24.14,4.02
5dpf,140.06,9.3,5.69,11.89,41.86,830.54,48.58,4.13,33.08,44.45
10dpf,239.09,8.79,5.02,3.77,25.1,702.21,16.32,0,22.59,7.53
