stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,periderm
2dpf,4.17,0,0.83,0,0.83,0,0.83
3dpf,17.24,0,1.72,0,1.72,0,2.3
5dpf,13.95,1.03,1.55,0.52,4.13,0.52,4.13
10dpf,16.32,0,1.26,0,3.14,0,0.63
