stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,0,0,5,0,0,0,0
2dpf,0,0,27.52,0,2.5,0.83,0
3dpf,2.3,0,12.07,0,0.57,0,0.57
5dpf,8.79,0.52,52.2,3.1,8.27,2.07,7.24
10dpf,2.51,0,49.58,0.63,0.63,0,0
