stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,1,0,0,0,0,0,0,0
2dpf,2.5,0,0,0,0,0,0.83,0.83
3dpf,35.05,0.57,0,0,0.57,2.3,0,5.75
5dpf,9.3,0.52,0,3.62,0,4.65,1.03,7.24
10dpf,50.83,0.63,0.63,2.51,0.63,2.51,0,7.53
