stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,20.65,0,0,0,216.78,10.32
12hpf,5.78,0,1.93,0,32.77,1.93,0,0,308.44,26.99
14hpf,6.69,0,3.34,0,26.75,0,0,0,351.11,123.72
16hpf,16.41,0,0,2.05,41.02,6.15,0,2.05,713.68,47.17
19hpf,19.7,0,0,0,2.19,0,8.76,0,352.46,61.3
24hpf,68,3,14,5,25,4,3,3,1432,155
2dpf,211.02,4.17,12.51,30.03,149.3,97.59,12.51,2.5,221.86,229.37
3dpf,424.09,24.71,37.35,18.96,14.37,226.98,6.9,0,104.59,118.38
5dpf,489.95,49.62,103.37,142.64,41.86,533.37,29.46,16.02,295.11,555.07
10dpf,286.78,48.32,164.41,85.34,40.79,573.57,18.2,1.26,140.57,198.3
