stage,central_nervous_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0.83,0,0,0,4.17
3dpf,2.3,0,0.57,0,4.02
5dpf,0,0.52,2.07,0.52,5.17
10dpf,1.26,0,0.63,0,2.51
