stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,0,0,14,0,0,0,0
2dpf,7.51,0,15.01,2.5,4.17,1.67,0
3dpf,15.52,0,9.77,1.72,2.3,0.57,0.57
5dpf,1.55,0.52,3.1,0.52,1.55,1.03,1.03
10dpf,4.39,0,13.18,0,0.63,0.63,0
