stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,4.17,0,0.83,0
3dpf,0.57,0.57,6.32,0,0,0
5dpf,0,0,31.53,0,0,1.55
10dpf,0.63,0,19.45,0.63,0,1.26
